-1.6052082,0.44298977,-0.5196251
-0.31619087,-0.46472138,1.0052624
-0.31619087,-0.46472138,1.0052624
0.46763667,-0.22994381,-1.2931724
-1.723527,2.1637928,-0.3404866
-2.392713,0.25377858,1.7143997
0.28048158,0.25377858,1.7143997
0.28048158,-2.1479392,0.69616807
0.59485143,2.2454715,-1.5477554
1.2738371,-0.7775935,1.5111241
-0.7654978,0.7316661,-1.3663914
2.3021379,0.862697,-0.95215213
-1.3304207,0.5981572,-0.5207313
0.5241852,0.82094246,1.0239775
-0.8662333,-0.53154945,1.1207789
-0.42160702,1.1803154,-1.6988438
-0.42160702,1.1803154,-1.6988438
-0.19446802,1.6364261,-1.7580864
1.9869343,2.386866,-0.9598428
1.3568237,1.8953701,-0.3427537
0.39041686,-0.7756097,1.8020399
0.39041686,-0.7756097,1.8020399
-0.21992862,2.2130034,0.56145215
0.42329407,1.2408903,-0.431543
-0.55916995,-0.3501806,0.27535433
2.288175,-1.8276241,-0.9649789
-0.065268695,0.89911073,0.42586085
0.25573647,-1.2595332,0.8364223
1.9553169,-1.2299721,1.3132625
-0.012679869,0.023182865,0.001246335
-0.0429193,0.06364651,0.001246335
-0.0429193,0.06364651,-0.05674219
-0.026019638,-0.015027229,0.076163866
0.0523242,-0.033451654,0.0024922192
0.0523242,-0.033451654,0.0024922192
0.015360657,-0.0113458,-0.008855224
-0.03529553,-0.009549042,0.013576984
0.0029413812,-5.728891E-4,0.0078342445
0.0019279085,-0.017493606,0.005698242
-0.019895224,-0.012297677,0.0035835574
-0.0095675215,-0.013837471,0.010065943
0.012412625,0.0053986916,-0.01696403
-0.010269866,-0.0048440928,0.011107578
-0.010269866,-0.0048440928,0.011107578
0.0027371044,-2.8016022E-4,-0.0061743623
-0.0060227877,0.0012177797,0.0053090756
-0.013646727,-0.005183508,0.008759284
0.003046699,-0.01219825,0.0033483698
-0.008830398,-6.391369E-4,0.003911606
0.013206506,-0.0033431977,-0.0074816775
0.0028548674,0.003806374,-0.0022889
0.0013485062,0.008620184,-0.0022889
0.0013485062,0.008620184,-0.0041435896
-0.0055980356,-0.0011713651,0.009034829
0.0016856214,-4.0456036E-4,0.002862324
-0.0060553057,-0.009550209,0.0092005655
0.011483184,-0.0010980091,-0.0123073645
-0.008745415,0.0067892773,-0.0019349724
-0.008745415,0.0067892773,-0.0019349724
-0.0043510064,0.0020716274,0.016841153
0.011678137,0.0024185996,-0.022524122
0.016604193,6.766496E-4,0.0047704666
-1.1439838,0.39056718,0.8883888
